,classification_id,user_id,workflow_id,annotations,subject_ids,original_annotations
5274,386475141,1701268,20494,radio hot spots,71287004, two radio hot spots
5275,386475210,1701268,20494,radio components,71287111,two radio components
5276,386475210,1701268,20494,asymmetric,71287111, asymmetric
5277,386475210,1701268,20494,smeared radio,71287111, smeared out radio emission
5278,386475210,1701268,20494,host found,71287111, host not found
5279,386475210,1701268,20494,faint,71287111, faint
5280,386475210,1701268,20494,radio hot spot,71287111, one radio hot spot
5281,386475358,1701268,20494,radio components,71287039,two radio components
5282,386475358,1701268,20494,bent,71287039, bent
5285,386475395,1701268,20494,radio components,71287019,two radio components
5287,386475395,1701268,20494,hot spots,71287019, two hot spots
5288,386475395,1701268,20494,asymmetric,71287019, asymmetric
5289,386475535,1701268,20494,radio components,71287114,at least two radio components
5291,386475535,1701268,20494,elongated,71287114, elongated
5292,386475535,1701268,20494,edge brightened,71287114, edge-brightened
5293,386475535,1701268,20494,asymmetric,71287114, asymmetric
5294,386475535,1701268,20494,smeared radio,71287114, smeared out radio emission
5295,386475535,1701268,20494,bright compact radio object aside,71287114, bright compact radio object aside
5296,386475645,1701268,20494,radio components,71287076,two radio components
5298,386475645,1701268,20494,radio hot spot,71287076, one radio hot spot
5299,386475645,1701268,20494,jet radio,71287076, jet-like radio emission
5300,386475645,1701268,20494,extended,71287076, extended
5301,386475719,1701268,20494,single radio component,71287130,single radio component
5303,386475719,1701268,20494,merger uncertain,71287130, galaxy merger uncertain
5304,386475719,1701268,20494,irregular,71287130, irregular
5305,386475754,1701268,20494,single radio component,71287292,single radio component
5306,386475754,1701268,20494,artifacts dominate,71287292, artifacts dominate
5307,386475754,1701268,20494,host found,71287292, host not found
5308,386475818,1701268,20494,radio components,71287131,two radio components
5309,386475818,1701268,20494,extended,71287131, extended
5310,386475818,1701268,20494,smeared radio,71287131, smeared out radio emission
5311,386475818,1701268,20494,margin uncertain,71287131, out of margin uncertain
5312,386475818,1701268,20494,host found,71287131, host not found
5313,386476264,1701268,20494,radio components,71287051,two radio components
5314,386476264,1701268,20494,radio hot spots,71287051, two radio hot spots
5315,386476264,1701268,20494,lobe core brightened edge brightened,71287051, one lobe core brightened and the other edge brightened
5316,386476264,1701268,20494,smeared radio,71287051, smeared out radio emission
5317,386476264,1701268,20494,host found,71287051, host galaxy not found
5318,386476350,1701268,20494,radio component,71287149,one radio component
5319,386476350,1701268,20494,radio hot spot,71287149, one radio hot spot
5320,386476350,1701268,20494,jet radio,71287149, jet-like radio emission
5322,386476350,1701268,20494,margin uncertain,71287149, out of margin uncertain 
5323,386476385,1701268,20494,single radio component,71287205,single radio component
5324,386476385,1701268,20494,bent,71287205, bent
5325,386476385,1701268,20494,jet radio,71287205, jet-like radio emission
5326,386476385,1701268,20494,host found,71287205, host galaxy not found
5327,386476385,1701268,20494,faint,71287205, faint
5328,386476451,1701268,20494,single radio component,71287245,single radio component
5329,386476451,1701268,20494,slightly resolved,71287245, slightly resolved
5330,386476451,1701268,20494,host found,71287245, host galaxy not found
5332,386476624,1701268,20494,radio components,71287217,at least three radio components
5334,386476624,1701268,20494,host morphology uncertain,71287217, host morphology uncertain
5335,386476624,1701268,20494,margin,71287217, out of margin
5336,386476624,1701268,20494,smeared radio,71287217, smeared out radio emission
5337,386476624,1701268,20494,jet radio,71287217, jet-like radio emission
5338,386476624,1701268,20494,chance alignment possibility,71287217, chance alignment possibility
5339,386476678,1701268,20494,radio components,71287163,two radio components
5340,386476678,1701268,20494,radio hot spot,71287163, one radio hot spot
5341,386476678,1701268,20494,extended,71287163, well extended
5342,386476678,1701268,20494,asymmetric,71287163, asymmetric
5343,386476678,1701268,20494,jet radio,71287163, jet-like radio emission
5345,386476678,1701268,20494,smeared radio,71287163, smeared out radio emission
5346,386476813,1701268,20494,radio components,71287136,at least two radio components
5348,386476813,1701268,20494,jet radio,71287136, jet-like radio emission
5349,386476813,1701268,20494,smeared radio,71287136, smeared out radio emission
5350,386476813,1701268,20494,margin possibility,71287136, out of margin possibility
5351,386476862,1701268,20494,radio components,71287197,two radio components
5353,386476862,1701268,20494,spiral host,71287197, spiral host galaxy
5354,386476862,1701268,20494,radio hot spots,71287197, two radio hot spots
5355,386476899,1701268,20494,obvious bright radio,71287155,no obvious or bright enough radio emission
5356,386476949,1701268,20494,radio components,71287167,two radio components
5357,386476949,1701268,20494,extended,71287167, well extended
5358,386476949,1701268,20494,bent,71287167, bent
5360,386476949,1701268,20494,jet radio,71287167, jet-like radio emission
5361,386476949,1701268,20494,radio hot spot,71287167, one radio hot spot
5362,386477003,1701268,20494,radio components,71287211,at least two radio components
5364,386477003,1701268,20494,smeared radio,71287211, smeared out radio emission
5365,386477003,1701268,20494,jet radio,71287211, jet-like radio emission
5366,386477003,1701268,20494,margin,71287211, out of margin
5367,386477046,1701268,20494,faint,71287267,faint
5368,386477046,1701268,20494,single radio component,71287267, single radio component
5369,386477046,1701268,20494,bent,71287267, bent
5370,386477046,1701268,20494,host found,71287267, host not found
5371,386477094,1701268,20494,radio components,71287087,two radio components
5372,386477094,1701268,20494,host found,71287087, host not found
5373,386477094,1701268,20494,radio hot spots,71287087, two radio hot spots
5374,386477094,1701268,20494,bent,71287087, bent
5375,386477145,1701268,20494,single radio component,71287249,single radio component
5376,386477145,1701268,20494,jet radio,71287249, jet-like radio emission
5378,386477145,1701268,20494,smeared radio,71287249, smeared out radio emission
5379,386477145,1701268,20494,double radio aside,71287249, double radio source aside
5380,386477170,1701268,20494,radio components,71287015,two radio components
5381,386477170,1701268,20494,host found,71287015, host not found
5382,386477170,1701268,20494,smeared radio,71287015, smeared out radio emission
5383,386477207,1701268,20494,radio components,71287241,two radio components
5384,386477207,1701268,20494,extended,71287241, well extended
5385,386477207,1701268,20494,radio hot spots,71287241, two radio hot spots
5386,386477207,1701268,20494,host found,71287241, host not found
5387,386477207,1701268,20494,asymmetric,71287241, asymmetric
5388,386477264,1701268,20494,radio components,71287014,three radio components
5389,386477264,1701268,20494,bent,71287014, bent
5390,386477264,1701268,20494,host found,71287014, host not found
5391,386477264,1701268,20494,jet radio,71287014, jet-like radio emission
5392,386477264,1701268,20494,radio hot spots,71287014, two radio hot spots
5393,386477302,1701268,20494,single radio component,71287109,single radio component
5394,386477302,1701268,20494,extended,71287109, extended
5395,386477302,1701268,20494,host found,71287109, host not found
5396,386477302,1701268,20494,jet radio,71287109, jet-like radio emission
5397,386477329,1701268,20494,radio components,71287271,three radio components
5398,386477329,1701268,20494,extended,71287271, well extended
5399,386477329,1701268,20494,radio hot spots,71287271, two radio hot spots
5400,386477329,1701268,20494,edge brightened,71287271, edge brightened
5401,386477329,1701268,20494,host found,71287271, host not found
5402,386477329,1701268,20494,elongated,71287271, elongated
5403,386477351,1701268,20494,radio component,71287160,one radio component
5404,386477351,1701268,20494,faint,71287160, faint
5405,386477351,1701268,20494,host found,71287160, host not found
5406,386477351,1701268,20494,jet radio,71287160, jet-like radio emission
5407,386477372,1701268,20494,single radio component,71287128,single radio component
5408,386477372,1701268,20494,slightly resolved,71287128, slightly resolved
5409,386477372,1701268,20494,jet,71287128, jet-like emission
5410,386477372,1701268,20494,host found,71287128, host not found
5411,386477457,1701268,20494,radio component,71287228,one radio component
5412,386477457,1701268,20494,huge,71287228, huge
5413,386477457,1701268,20494,margin,71287228, out of margin
5414,386477457,1701268,20494,host found,71287228, host not found
5415,386477457,1701268,20494,jet radio,71287228, jet-like radio emission
5416,386477457,1701268,20494,bent,71287228, bent
5417,386477457,1701268,20494,smeared radio,71287228, smeared out radio emission
5418,386477560,1701268,20494,radio component,71287092,one radio component
5419,386477560,1701268,20494,bent,71287092, bent
5420,386477560,1701268,20494,extended,71287092, well extended
5421,386477560,1701268,20494,jet radio,71287092, jet-like radio emission
5422,386477560,1701268,20494,radio lobe,71287092, one radio lobe
5423,386477560,1701268,20494,hot spot,71287092, one hot spot
5424,386477560,1701268,20494,host found,71287092, host not found
5425,386477560,1701268,20494,chance alignment possibility,71287092, chance alignment possibility
5426,386477560,1701268,20494,bright radio object aside,71287092, bright radio object aside
5427,386477654,1701268,20494,radio component,71287178,one radio component
5428,386477654,1701268,20494,smeared radio,71287178, smeared out radio emission
5429,386477654,1701268,20494,host found,71287178, host not found
5430,386477654,1701268,20494,jet radio,71287178, jet-like radio emission
5431,386477714,1701268,20494,single radio component,71287072,single radio component
5433,386477714,1701268,20494,spiral,71287072, spiral galaxy
5434,386477714,1701268,20494,jet radio,71287072, jet-like radio emission
5435,386477766,1701268,20494,radio components,71287100,two radio components
5436,386477766,1701268,20494,extended,71287100, well extended
5438,386477766,1701268,20494,lobe edge brightened core brightened,71287100, one lobe edge brightened and the other core brightened
5439,386477795,1701268,20494,radio components,71287257,two radio components
5440,386477795,1701268,20494,radio hot spots,71287257, two radio hot spots
5441,386477795,1701268,20494,host found,71287257, host not found
5442,386477795,1701268,20494,edge brightened,71287257, edge brightened
5443,386478102,1701268,20494,radio components,71287181,two radio components
5445,386478102,1701268,20494,spiral host,71287181, spiral galaxy host
5446,386478102,1701268,20494,spiral arms,71287181, spiral arms
5447,386478193,1701268,20494,radio component,71287208,one radio component
5448,386478193,1701268,20494,jet radio,71287208, jet-like radio emission
5450,386478528,1701268,20494,radio components,71287189,at least two radio components
5451,386478528,1701268,20494,edge brightened,71287189, edge brightened
5453,386478528,1701268,20494,margin possibility,71287189, out of margin possibility
5454,386478663,1701268,20494,radio components,71287143,two radio components
5455,386478663,1701268,20494,smeared radio,71287143, smeared out radio emission
5456,386478663,1701268,20494,jet radio,71287143, jet-like radio emission
5458,386478663,1701268,20494,margin,71287143, out of margin
5459,386478663,1701268,20494,bent,71287143, bent
5460,386478663,1701268,20494,asymmetric,71287143, asymmetric
5461,386490610,1701268,20494,single radio component,71287068,single radio component
5462,386490610,1701268,20494,bent,71287068, bent
5464,386490610,1701268,20494,radio hot spot,71287068, one radio hot spot
5465,386490661,1701268,20494,single radio component,71287262,single radio component
5466,386490661,1701268,20494,slightly resolved,71287262, slightly resolved
5467,386490661,1701268,20494,jet radio,71287262, jet-like radio emission
5469,386490694,1701268,20494,single radio component,71287159,single radio component
5470,386490694,1701268,20494,slightly resolved,71287159, slightly resolved
5472,386490694,1701268,20494,spiral candidate,71287159, spiral galaxy candidate
5473,386490779,1701268,20494,radio components,71287027,two radio components
5474,386490779,1701268,20494,bent,71287027, bent
5475,386490779,1701268,20494,host found,71287027, host not found
5476,386490779,1701268,20494,s shape,71287027, s shape
5477,386490779,1701268,20494,jet radio,71287027, jet-like radio emission
5478,386490779,1701268,20494,double lobe radio object aside,71287027, double lobe radio object aside
5479,386490779,1701268,20494,smeared radio,71287027, smeared out radio emission
5480,386490819,1701268,20494,single radio component,71287177,single radio component
5481,386490819,1701268,20494,radio hot spot,71287177, one radio hot spot
5483,386490819,1701268,20494,bent,71287177, bent
5484,386490819,1701268,20494,asymmetric,71287177, asymmetric
5485,386490899,1701268,20494,single radio component,71287256,single radio component
5487,386490899,1701268,20494,bent,71287256, bent
5488,386490899,1701268,20494,asymmetric,71287256, asymmetric
5489,386491040,1701268,20494,radio components,71287266,two radio components
5490,386491040,1701268,20494,radio hot spots,71287266, two radio hot spots
5491,386491040,1701268,20494,core brightened,71287266, core brightened
5493,386491040,1701268,20494,host morphology matched radio,71287266, host galaxy morphology matched with radio emission
5494,386491040,1701268,20494,disk candidate,71287266, disk galaxy candidate
5495,386491197,1701268,20494,radio components,71287281,at least two radio components
5496,386491197,1701268,20494,radio hot spot,71287281, one radio hot spot
5497,386491197,1701268,20494,bent,71287281, bent
5499,386491197,1701268,20494,margin,71287281, out of margin
5500,386491197,1701268,20494,jet radio,71287281, jet-like radio emission
5501,386491197,1701268,20494,host morphology uncertain,71287281, host galaxy morphology uncertain
5502,386491276,1701268,20494,single radio component,71287278,single radio component
5503,386491276,1701268,20494,slightly resolved,71287278, slightly resolved
5505,386491276,1701268,20494,spiral candidate,71287278, spiral galaxy candidate
5506,386491276,1701268,20494,jet radio,71287278, jet-like radio emission
5507,386491408,1701268,20494,radio component,71287283,at least one radio component
5508,386491408,1701268,20494,jet radio,71287283, jet-like radio emission
5509,386491408,1701268,20494,host found,71287283, host not found
5510,386491507,1701268,20494,double radio components,71287263,double radio components
5511,386491507,1701268,20494,radio hot spots,71287263, two radio hot spots
5513,386491507,1701268,20494,edge brightened,71287263, edge brightened
5514,386491770,1701268,20494,radio components,71287125,two radio components
5515,386491770,1701268,20494,radio hot spots,71287125, two radio hot spots
5516,386491770,1701268,20494,edge brightened,71287125, edge brightened
5517,386491770,1701268,20494,lobe possibility,71287125, side lobe possibility
5519,386491770,1701268,20494,,71287125, 
5520,386491930,1701268,20494,single radio component,71287036,single radio component
5521,386491930,1701268,20494,bent,71287036, bent
5522,386491930,1701268,20494,jet radio,71287036, jet-like radio emission
5524,386491930,1701268,20494,host found,71287036, host not found
5525,386491930,1701268,20494,bright radio objects aside,71287036, bright radio objects aside
5526,386492021,1701268,20494,single radio component,71287099,single radio component
5527,386492021,1701268,20494,slightly resolved,71287099, slightly resolved
5528,386492021,1701268,20494,host found,71287099, host not found
5529,386492171,1701268,20494,radio components,71287206,two radio components
5530,386492171,1701268,20494,radio hot spot,71287206, one radio hot spot
5531,386492171,1701268,20494,host found,71287206, host not found
5532,386492171,1701268,20494,margin possibility,71287206, out of margin possibility
5533,386492171,1701268,20494,lobe possibility,71287206, side lobe possibility
5534,386492314,1701268,20494,radio components,71287080,two radio components
5535,386492314,1701268,20494,radio hot spots,71287080, two radio hot spots
5537,386492314,1701268,20494,margin possibility,71287080, out of margin possibility
5538,386492518,1701268,20494,single radio component,71287077,single radio component
5539,386492518,1701268,20494,jet radio,71287077, jet-like radio emission
5541,386492518,1701268,20494,host morphology uncertain,71287077, host morphology uncertain
5542,386492518,1701268,20494,interacting uncertain,71287077, interacting uncertain
5543,386492518,1701268,20494,merger uncertain,71287077, galaxy merger uncertain
5544,386492754,1701268,20494,radio components,71287191,at least three radio components
5546,386492754,1701268,20494,irregular radio morphology,71287191, irregular radio morphology
5547,386492754,1701268,20494,margin possibility,71287191, out of margin possibility
5548,386492754,1701268,20494,radio hot spot,71287191, one radio hot spot
5549,386492923,1701268,20494,single radio component,71287012,single radio component
5550,386492923,1701268,20494,jet radio,71287012, jet-like radio emission
5552,386492923,1701268,20494,host morphology uncertain,71287012, host galaxy morphology uncertain
5553,386493055,1701268,20494,single radio component,71287264,single radio component
5554,386493055,1701268,20494,jet radio,71287264, jet-like radio emission
5556,386493055,1701268,20494,spiral,71287264, spiral galaxy
5557,386493055,1701268,20494,spiral arms,71287264, spiral arms
5558,386493180,1701268,20494,single radio component,71287232,single radio component
5560,386493180,1701268,20494,host morphology uncertain,71287232, host galaxy morphology uncertain
5561,386493180,1701268,20494,radio match infrared,71287232, radio emission match with the infrared emission
5562,386493315,1701268,20494,single radio component,71287053,single radio component
5563,386493315,1701268,20494,radio hot spot,71287053, one radio hot spot
5564,386493315,1701268,20494,host found,71287053, host not found
5565,386493315,1701268,20494,margin,71287053, out of margin
5566,386493315,1701268,20494,double lobe radio objects aside,71287053, double lobe radio objects aside 
5567,386493419,1701268,20494,single radio component,71287176,single radio component
5569,386493419,1701268,20494,bent,71287176, bent
5570,386493500,1701268,20494,single radio component,71287071,single radio component
5571,386493500,1701268,20494,radio hot spot,71287071, one radio hot spot
5573,386493500,1701268,20494,jet radio,71287071, jet-like radio emission
5574,386493618,1701268,20494,radio components,71287185,two radio components
5575,386493618,1701268,20494,radio hot spots,71287185, two radio hot spots
5577,386493618,1701268,20494,bent,71287185, bent
5578,386493690,1701268,20494,multiple radio components,71287258,multiple radio components
5579,386493690,1701268,20494,resolved,71287258, resolved out
5580,386493690,1701268,20494,margin,71287258, out of margin
5582,386493757,1701268,20494,single radio component,71287119,single radio component
5583,386493757,1701268,20494,host found,71287119, host not found
5584,386493757,1701268,20494,jet radio,71287119, jet-like radio emission
5585,386493794,1701268,20494,single radio component,71287121,single radio component
5586,386493794,1701268,20494,host found,71287121, host not found
5587,386493857,1701268,20494,radio components,71287213,three radio components
5588,386493857,1701268,20494,radio hot spots,71287213, two radio hot spots
5589,386493857,1701268,20494,host found,71287213, host not found
5590,386493857,1701268,20494,edge brightened,71287213, edge brightened
5591,386493857,1701268,20494,jet radio,71287213, jet-like radio emission
5592,386493974,1701268,20494,radio components uncertain,71287175,three radio components uncertain
5593,386493974,1701268,20494,radio hot spots,71287175, two radio hot spots
5594,386493974,1701268,20494,bent,71287175, bent
5595,386493974,1701268,20494,smeared radio,71287175, smeared out radio emission
5596,386493974,1701268,20494,chance alignment possibility,71287175, chance alignment possibility
5597,386493974,1701268,20494,double lobe radio object aside,71287175, double lobe radio object aside
5598,386494076,1701268,20494,radio components,71287011,two radio components
5599,386494076,1701268,20494,radio hot spots,71287011, two radio hot spots
5600,386494076,1701268,20494,host found,71287011, host not found
5601,386494076,1701268,20494,asymmetric,71287011, asymmetric
5602,386494307,1701268,20494,radio components,71287132,two radio components
5603,386494307,1701268,20494,radio hot spots,71287132, two radio hot spots
5605,386494307,1701268,20494,core radio bright,71287132, core radio emission bright
5606,386494307,1701268,20494,bent,71287132, bent
5607,386494400,1701268,20494,radio components,71287230,four radio components
5608,386494400,1701268,20494,radio hot spots,71287230, three radio hot spots
5609,386494400,1701268,20494,host found,71287230, host not found
5610,386494400,1701268,20494,bent,71287230, bent
5611,386494400,1701268,20494,l shape,71287230, l shape
5612,386494552,1701268,20494,radio components,71287169,two radio components
5613,386494552,1701268,20494,radio hot spots,71287169, two radio hot spots
5614,386494552,1701268,20494,host found,71287169, host not found
5615,386494552,1701268,20494,smeared radio,71287169, smeared out radio emission
5616,386494552,1701268,20494,lobe core brightened edge brightened,71287169, one lobe core brightened and the other edge brightened
5617,386494609,1701268,20494,single radio component,71287192,single radio component
5618,386494609,1701268,20494,jet radio,71287192, jet-like radio emission
5619,386494609,1701268,20494,host found,71287192, host not found
5620,386494830,1701268,20494,radio components,71287234,two radio components
5621,386494830,1701268,20494,radio hot spots,71287234, two radio hot spots
5622,386494830,1701268,20494,host found uncertain,71287234, host not found and uncertain
5623,386494830,1701268,20494,artifacts dominate,71287234, artifacts dominate
5624,386494830,1701268,20494,double lobe radio object aside,71287234, double lobe radio object aside
5625,386494924,1701268,20494,single radio component,71287120,single radio component
5626,386494924,1701268,20494,jet radio,71287120, jet-like radio emission
5627,386494924,1701268,20494,asymmetric,71287120, asymmetric
5629,386494924,1701268,20494,spiral uncertain,71287120, spiral galaxy uncertain
5630,386495161,1701268,20494,radio components,71287184,at least three radio components
5631,386495161,1701268,20494,radio hot spots,71287184, two radio hot spots
5632,386495161,1701268,20494,host found,71287184, host not found
5633,386495161,1701268,20494,margin,71287184, out of margin
5634,386495161,1701268,20494,resolved possibility,71287184, resolved out possibility
5635,386495161,1701268,20494,smeared radio,71287184, smeared out radio emission
5636,386495303,1701268,20494,radio component,71287179,at least one radio component
5638,386495303,1701268,20494,spiral,71287179, spiral galaxy
5639,386495572,1701268,20494,radio components,71287028,at least three radio components
5641,386495572,1701268,20494,severely bent,71287028, severely bent
5642,386495572,1701268,20494,smeared radio,71287028, smeared out radio emission
5643,386495572,1701268,20494,radio hot spots,71287028, four radio hot spots
5644,386495572,1701268,20494,complex radio morphology,71287028, complex radio morphology
5645,386495869,1701268,20494,radio components,71287063,at least two radio components
5646,386495869,1701268,20494,radio hot spot,71287063, one radio hot spot
5647,386495869,1701268,20494,margin possibility,71287063, out of margin possibility
5649,386495869,1701268,20494,disk possibility,71287063, disk galaxy possibility
5651,386495986,1701268,20494,single radio component,71287261,single radio component
5652,386495986,1701268,20494,host found,71287261, host not found
5653,386495986,1701268,20494,extended,71287261, extended
5654,386496156,1701268,20494,radio components,71287052,at least two radio components
5655,386496156,1701268,20494,radio hot spot,71287052, one radio hot spot
5656,386496156,1701268,20494,smeared radio,71287052, smeared out radio emission
5658,386496156,1701268,20494,margin,71287052, out of margin
5659,386496156,1701268,20494,edge brightened,71287052, edge brightened
5660,386496279,1701268,20494,radio components,71287200,two radio components
5661,386496279,1701268,20494,radio hot spots,71287200, two radio hot spots
5662,386496279,1701268,20494,host found,71287200, host not found
5663,386496279,1701268,20494,asymmetric,71287200, asymmetric
5664,386496347,1701268,20494,single radio component,71287145,single radio component
5665,386496347,1701268,20494,host found,71287145, host not found
5666,386496347,1701268,20494,slightly resolved,71287145, slightly resolved
5667,386496448,1701268,20494,single radio component,71287103,single radio component
5668,386496448,1701268,20494,jet radio,71287103, jet-like radio emission
5669,386496448,1701268,20494,host found,71287103, host not found
5670,386496524,1701268,20494,extended,71287275,well extended
5671,386496524,1701268,20494,single radio component,71287275, single radio component
5673,386496524,1701268,20494,jet radio,71287275, jet-like radio emission
5674,386496524,1701268,20494,smeared radio,71287275, smeared out radio emission
5675,386496665,1701268,20494,radio components,71287105,three radio components
5676,386496665,1701268,20494,radio hot spots,71287105, two radio hot spots
5677,386496665,1701268,20494,asymmetric,71287105, asymmetric
5678,386496665,1701268,20494,edge brightened,71287105, edge brightened
5679,386496665,1701268,20494,bent,71287105, bent
5681,386496665,1701268,20494,host radio bright,71287105, host radio emission bright
5682,386496665,1701268,20494,margin possibility,71287105, out of margin possibility
5683,386496813,1701268,20494,radio component,71287122,one radio component
5684,386496813,1701268,20494,smeared radio,71287122, smeared out radio emission
5685,386496813,1701268,20494,jet radio,71287122, jet-like radio emission
5687,386496813,1701268,20494,bent possibility,71287122, bent possibility
5688,386496917,1701268,20494,radio components,71287032,two radio components
5689,386496917,1701268,20494,radio hot spots,71287032, two radio hot spots
5690,386496917,1701268,20494,host found,71287032, host not found
5691,386496917,1701268,20494,edge brightened,71287032, edge brightened
5692,386496981,1701268,20494,single radio component,71287194,single radio component
5693,386496981,1701268,20494,jet radio,71287194, jet-like radio emission
5695,386496981,1701268,20494,bent,71287194, bent
5696,386497070,1701268,20494,single radio component,71287195,single radio component
5698,386497070,1701268,20494,extended,71287195, well extended
5699,386497175,1701268,20494,single radio component,71287165,single radio component
5701,386497175,1701268,20494,merger possibility,71287165, galaxy merger possibility
5702,386497288,1701268,20494,radio components,71287242,two radio components
5703,386497288,1701268,20494,radio hot spot,71287242, one radio hot spot
5704,386497288,1701268,20494,bent possibility,71287242, bent possibility
5705,386497288,1701268,20494,host found,71287242, host not found
5706,386497466,1701268,20494,radio components,71287113,two radio components
5707,386497466,1701268,20494,radio hot spot,71287113, one radio hot spot
5709,386497466,1701268,20494,bright host radio,71287113, bright host galaxy radio emission
5710,386497466,1701268,20494,margin,71287113, out of margin
5711,386497466,1701268,20494,bent,71287113, bent
5712,386497466,1701268,20494,compact radio object aside,71287113, compact radio object aside
5713,386497814,1701268,20494,radio components,71287061,three radio components
5715,386497814,1701268,20494,radio hot spots,71287061, two radio hot spots
5716,386497814,1701268,20494,smeared radio,71287061, smeared out radio emission
5717,386497814,1701268,20494,bent,71287061, bent
5718,386497815,1701268,20494,radio components,71287113,two radio components
5719,386497815,1701268,20494,radio hot spot,71287113, one radio hot spot
5721,386497815,1701268,20494,bright host radio,71287113, bright host galaxy radio emission
5722,386497815,1701268,20494,margin,71287113, out of margin
5723,386497815,1701268,20494,bent,71287113, bent
5724,386497815,1701268,20494,compact radio object aside,71287113, compact radio object aside
5725,386497895,1701268,20494,radio components,71287222,two radio components
5726,386497895,1701268,20494,host found,71287222, host not found
5727,386497895,1701268,20494,resolved possibility,71287222, resolved out possibility
5728,386498000,1701268,20494,radio components,71287006,at least two radio components
5729,386498000,1701268,20494,resolved possibility,71287006, resolved out possibility
5731,386498000,1701268,20494,chance alignment possibility,71287006, chance alignment possibility
5732,386498091,1701268,20494,single radio component,71287171,single radio component
5733,386498091,1701268,20494,jet radio,71287171, jet-like radio emission
5735,386498179,1701268,20494,double radio components,71287043,double radio components
5736,386498179,1701268,20494,radio hot spots,71287043, two radio hot spots
5737,386498179,1701268,20494,edge brightened,71287043, edge brightened
5738,386498179,1701268,20494,spiral radio aside,71287043, spiral galaxy with radio emission aside
5739,386498179,1701268,20494,margin,71287043, out of margin
5740,386498179,1701268,20494,jet radio,71287043, jet-like radio emission
5741,386498218,1701268,20494,single radio component,71287224,single radio component
5742,386498218,1701268,20494,extended,71287224, well extended
5743,386498218,1701268,20494,jet radio,71287224, jet-like radio emission
5744,386498218,1701268,20494,host found,71287224, host not found
5745,386498218,1701268,20494,bent possibility,71287224, bent possibility
5746,386498321,1701268,20494,radio components,71287216,three radio components
5747,386498321,1701268,20494,radio hot spots,71287216, three radio hot spots
5749,386498321,1701268,20494,chance alignment possibility,71287216, chance alignment possibility
5750,386498361,1701268,20494,single radio component,71287040,single radio component
5751,386498361,1701268,20494,bent,71287040, bent
5752,386498361,1701268,20494,jet radio,71287040, jet-like radio emission
5754,386498403,1701268,20494,single radio component,71287078,single radio component
5756,386498403,1701268,20494,grand design spiral host,71287078, grand design spiral galaxy host
5757,386498447,1701268,20494,multiple radio components,71287089,multiple radio components
5759,386498447,1701268,20494,grand design spiral,71287089, grand design spiral galaxy
5760,386498510,1701268,20494,single radio component,71287265,single radio component
5761,386498510,1701268,20494,jet radio,71287265, jet-like radio emission
5762,386498510,1701268,20494,bent,71287265, bent
5764,386498510,1701268,20494,spiral possibility,71287265, spiral galaxy possibility
5765,386498545,1701268,20494,single radio component,71287273,single radio component
5767,386498636,1701268,20494,extended,71287067,well extended
5768,386498636,1701268,20494,radio components,71287067, two radio components
5769,386498636,1701268,20494,radio hot spots,71287067, two radio hot spots
5770,386498636,1701268,20494,host uncertain,71287067, host uncertain
5771,386498636,1701268,20494,bent,71287067, bent
5772,386498636,1701268,20494,smeared radio possibility,71287067, smeared out radio emission possibility
5773,386498636,1701268,20494,edge brightened,71287067, edge brightened
5774,386498693,1701268,20494,single radio component,71287204,single radio component
5775,386498693,1701268,20494,jet radio,71287204, jet-like radio emission
5776,386498693,1701268,20494,asymmetric,71287204, asymmetric
5778,386498758,1701268,20494,radio components,71287286,two radio components
5779,386498758,1701268,20494,radio hot spots,71287286, two radio hot spots
5780,386498758,1701268,20494,core brightened,71287286, core brightened
5782,386498758,1701268,20494,smeared radio,71287286, smeared out radio emission
5783,386498816,1701268,20494,single radio component,71287154,single radio component
5785,386498816,1701268,20494,merger possibility,71287154, galaxy merger possibility
5786,386498816,1701268,20494,bent radio object aside,71287154, bent radio object aside
5787,386498921,1701268,20494,radio components,71287246,three radio components
5788,386498921,1701268,20494,bent,71287246, bent
5789,386498921,1701268,20494,radio hot spots,71287246, two radio hot spots
5790,386498921,1701268,20494,chance alignment possibility,71287246, chance alignment possibility
5791,386498921,1701268,20494,host uncertain,71287246, host uncertain
5792,386498965,1701268,20494,radio components,71287137,two radio components
5793,386498965,1701268,20494,margin,71287137, out of margin
5794,386498965,1701268,20494,host uncertain,71287137, host uncertain
5795,386498965,1701268,20494,lobe visible,71287137, one lobe visible
5796,386498965,1701268,20494,jet radio,71287137, jet-like radio emission
5797,386499034,1701268,20494,radio components,71287290,three radio components
5798,386499034,1701268,20494,radio hot spots,71287290, two radio hot spots
5800,386499034,1701268,20494,bent,71287290, bent
5801,386499034,1701268,20494,smeared radio,71287290, smeared out radio emission
5802,386499068,1701268,20494,faint,71287150,faint
5803,386499068,1701268,20494,single radio component,71287150, single radio component
5805,386499068,1701268,20494,small,71287150, small
5806,386499121,1701268,20494,single radio component,71287289,single radio component
5807,386499121,1701268,20494,radio morphology uncertain,71287289, radio morphology uncertain
5808,386499213,1701268,20494,radio components,71287198,three radio components
5809,386499213,1701268,20494,radio hot spot,71287198, one radio hot spot
5810,386499213,1701268,20494,margin possibility,71287198, out of margin possibility
5812,386499213,1701268,20494,edge brightened,71287198, edge brightened
5813,386499282,1701268,20494,single radio component,71287030,single radio component
5814,386499282,1701268,20494,host found,71287030, host not found
